date,Acre,Alagoas,Amapá,Amazonas,Bahia,Ceará,Distrito Federal,Espirito Santo,Goias,Maranhão,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Pará,Paraíba,Paraná,Pernambuco,Piauí,Rio de Janeiro,Rio Grande do Norte,Rio Grande do Sul,Rondônia,Roraima,Santa Catarina,São Paulo,Sergipe,Tocantins,TOTAL
2022-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2022-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3
2022-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3
2022-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,5
2022-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,5
2022-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,6
2022-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,7
2022-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,7
2022-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,8
2022-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,8
2022-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,0,0,9
2022-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7,0,0,11
2022-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,10,0,0,16
2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,11,0,0,17
2022-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,13,0,0,19
2022-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,14,0,0,20
2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,14,0,0,20
2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,14,0,0,21
2022-06-29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,28,0,0,37
2022-06-30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,1,2,0,0,0,36,0,0,49
2022-07-01,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,13,1,2,0,0,0,45,0,0,64
2022-07-02,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,16,1,2,0,0,0,52,0,0,76
2022-07-03,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,16,1,2,0,0,0,52,0,0,78
2022-07-04,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,18,1,2,0,0,0,52,0,0,80
2022-07-05,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,2,0,0,20,1,2,0,0,0,75,0,0,106
2022-07-06,0,0,0,0,0,2,1,0,0,0,0,0,8,0,0,2,0,0,28,1,2,0,0,0,98,0,0,142
2022-07-07,0,0,0,0,0,2,1,0,0,0,0,0,12,0,0,3,0,0,30,1,2,0,0,0,121,0,0,172
2022-07-08,0,0,0,0,0,2,1,0,2,0,0,0,14,0,0,3,0,0,33,1,3,0,0,0,145,0,0,204
2022-07-09,0,0,0,0,0,2,1,0,2,0,0,0,14,0,0,3,0,0,33,2,3,0,0,0,158,0,0,218
2022-07-10,0,0,0,0,0,2,1,0,2,0,0,0,14,0,0,3,0,0,33,2,3,0,0,0,158,0,0,218
2022-07-11,0,0,0,0,0,2,1,0,2,0,0,0,14,0,0,3,0,0,33,2,3,0,0,0,158,0,0,228
2022-07-12,0,0,0,0,0,2,1,0,2,0,0,0,14,0,0,3,0,0,33,2,3,0,0,0,158,0,0,266
2022-07-13,0,0,0,0,0,2,1,0,2,0,0,0,14,0,0,3,0,0,33,2,3,0,0,0,158,0,0,308
2022-07-14,0,0,0,0,0,2,1,0,2,0,0,0,18,0,0,3,0,0,45,2,3,0,0,0,181,0,0,347
2022-07-15,0,0,0,0,0,2,1,0,2,0,0,0,18,0,0,3,0,0,45,2,3,0,0,0,181,0,0,347
2022-07-16,0,0,0,0,0,2,1,0,2,0,0,0,18,0,0,3,0,0,45,2,3,0,0,0,181,0,0,347
2022-07-17,0,0,0,0,0,2,1,0,2,0,0,0,18,0,0,3,0,0,45,2,3,0,0,0,181,0,0,347
2022-07-18,0,0,0,0,0,2,1,0,2,0,0,0,18,0,0,3,0,0,45,2,3,0,0,0,181,0,0,347
2022-07-19,0,0,0,0,1,2,5,2,2,0,0,0,25,0,0,3,0,0,59,2,3,0,0,1,253,0,0,448
2022-07-20,0,0,0,0,1,2,9,2,6,0,0,0,25,0,0,7,0,0,73,2,3,0,0,1,370,0,0,591
2022-07-21,0,0,0,0,1,2,9,2,6,0,0,0,25,0,0,8,2,0,74,2,3,0,0,1,379,0,0,604
2022-07-22,0,0,0,0,1,2,10,2,11,0,0,0,25,0,0,8,2,0,90,2,3,0,0,1,447,0,0,694
2022-07-23,0,0,0,0,1,2,10,2,11,0,0,0,25,0,0,8,2,0,90,2,3,0,0,1,447,0,0,694
2022-07-24,0,0,0,0,1,2,10,2,11,0,0,0,25,0,0,8,2,0,90,2,3,0,0,1,447,0,0,694
2022-07-25,0,0,0,0,1,2,10,2,11,0,0,0,34,0,0,16,2,0,97,2,3,0,0,3,536,0,0,809
2022-07-26,0,0,0,0,3,4,10,2,11,0,0,0,36,0,0,16,2,0,103,2,3,0,0,4,578,0,1,865
2022-07-27,1,0,0,0,3,4,12,2,11,0,0,0,36,0,0,16,2,0,105,2,3,0,0,4,685,0,1,977
2022-07-28,1,0,0,0,3,4,12,2,11,0,0,0,36,0,0,18,2,0,112,2,4,0,0,4,764,0,1,1066
2022-07-29,1,0,0,1,4,4,17,2,16,0,0,5,42,0,0,18,6,0,127,2,5,0,0,7,911,0,1,1259
2022-07-30,1,0,0,1,9,4,17,2,16,0,0,5,56,0,0,18,6,0,130,2,6,0,0,7,972,0,1,1343
2022-07-31,1,0,0,1,9,4,17,2,16,0,0,5,56,0,0,18,6,0,157,2,6,0,0,7,972,0,1,1370
2022-08-01,1,0,0,1,9,4,34,2,30,0,0,5,56,0,0,27,6,0,174,2,6,0,0,7,1020,0,1,1475
2022-08-02,1,0,0,2,9,4,34,2,33,0,0,5,66,1,0,27,6,0,178,2,10,0,0,7,1125,0,1,1603
2022-08-03,1,0,0,3,9,4,34,2,33,0,0,5,67,1,0,27,6,0,178,2,12,0,0,7,1239,0,1,1721
2022-08-04,1,0,0,3,10,4,34,5,36,0,0,5,67,1,1,33,6,1,188,4,18,0,0,7,1345,0,1,1860
2022-08-05,1,0,0,3,13,5,34,5,36,0,2,5,73,1,1,33,9,1,218,4,20,0,0,7,1442,0,1,2004
2022-08-06,1,0,0,4,16,5,34,5,36,0,2,8,73,1,1,33,12,1,226,4,20,0,0,21,1514,0,1,2108
2022-08-07,1,0,0,5,16,6,34,5,36,0,2,8,73,1,1,49,12,1,226,4,20,0,0,21,1519,0,1,2131
2022-08-08,1,0,0,5,16,6,89,5,49,0,2,8,93,1,1,49,12,1,241,4,21,0,0,21,1577,0,1,2293
2022-08-09,1,0,0,5,17,9,89,5,51,0,2,8,94,1,1,49,12,1,251,4,29,0,0,22,1673,0,1,2415
2022-08-10,1,0,0,5,23,9,89,7,51,0,2,8,94,1,1,49,12,1,266,8,29,0,0,22,1689,0,1,2458
2022-08-11,1,0,0,5,23,9,89,7,51,0,2,8,94,1,1,49,12,1,266,8,29,0,0,22,1689,0,1,2458
2022-08-12,1,0,0,9,24,14,97,8,58,1,4,10,125,1,1,59,14,1,302,10,34,0,0,22,1860,0,1,2746
2022-08-13,1,0,0,9,24,14,97,8,58,2,4,10,125,2,1,59,14,1,302,10,34,0,0,22,1960,0,1,2848
2022-08-14,1,0,0,9,24,14,97,8,58,2,4,10,125,2,1,59,14,1,330,10,38,0,0,35,1960,0,1,2893
2022-08-15,1,0,0,9,24,14,113,8,114,2,4,10,125,2,1,59,14,1,343,10,44,0,0,36,1960,0,1,2985
2022-08-16,1,0,0,9,24,14,113,8,118,2,4,10,136,2,1,79,15,1,356,10,47,0,0,43,2099,0,1,3183
2022-08-17,1,0,0,9,24,23,113,8,119,2,9,12,147,4,1,80,15,2,377,10,54,0,0,43,2215,0,1,3359
2022-08-18,1,1,0,15,27,29,138,8,134,2,13,12,151,4,1,80,18,2,391,14,54,0,0,44,2220,0,1,3450
2022-08-19,1,1,0,15,30,29,138,8,141,2,13,12,166,5,1,83,18,2,410,14,58,0,0,44,2373,0,1,3655
2022-08-20,1,1,0,15,36,29,138,8,141,2,13,12,166,6,1,83,18,2,410,18,58,0,0,59,2447,0,1,3755
2022-08-21,1,1,0,15,36,29,138,8,141,2,13,12,198,6,1,83,18,2,410,18,58,0,0,59,2447,0,1,3787
2022-08-22,1,1,0,15,36,29,153,8,158,2,20,16,198,6,1,101,18,2,433,18,61,0,0,59,2469,0,1,3896
2022-08-23,1,1,0,15,37,30,153,8,159,2,20,16,208,7,1,101,18,2,460,18,65,0,1,61,2508,0,2,3984
2022-08-24,1,2,0,16,39,45,153,8,172,2,20,16,213,7,1,101,22,2,496,18,67,0,1,69,2581,0,2,4144
2022-08-25,1,2,0,16,41,47,165,10,180,2,20,16,220,7,1,102,22,2,528,18,70,0,1,72,2581,0,2,4216
2022-08-26,1,2,0,19,42,47,165,11,187,2,20,16,245,12,1,115,23,3,566,18,77,0,1,78,2729,0,2,4472
2022-08-27,1,2,0,19,42,47,165,11,187,2,20,16,245,12,1,115,23,3,566,18,77,0,1,78,2729,0,2,4472
2022-08-28,1,2,0,19,42,47,165,11,187,2,20,16,245,12,1,115,23,3,566,18,77,0,1,78,2729,0,2,4472
2022-08-29,1,2,0,21,49,60,186,31,208,2,20,19,252,13,7,115,24,4,599,22,82,0,1,88,2794,0,2,4692
2022-08-30,1,2,0,22,50,61,186,36,220,2,23,19,269,13,7,126,24,4,633,22,82,0,1,94,2882,0,7,4876
2022-08-31,1,3,0,22,52,64,186,38,224,8,29,26,270,13,7,140,27,4,663,23,98,0,1,99,2942,0,7,5037
2022-09-01,1,3,0,27,52,67,194,41,224,8,30,33,274,13,7,157,41,4,702,23,101,0,1,105,2992,0,7,5197
2022-09-02,1,3,0,27,52,67,194,41,224,8,30,33,274,13,7,157,41,4,702,23,101,0,1,105,2992,0,7,5197
